,popularity,budget,revenue,original_title,cast,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year
1204,0.11941500000000001,,,They Came Together,Paul Rudd|Amy Poehler|Bill Hader|Ellie Kemper|Cobie Smulders,David Wain,84.0,Comedy,Lionsgate,6/27/14,115,5.2,2014
1205,0.11813699999999999,1400000.0,,Jersey Shore Massacre,Danielle Dallacco|Angelica Boccella|Giovanni Roselli|Chris Lazzaro|Nicole Rutigliano,Paul Tarnopol,88.0,Horror|Comedy,Spy Global Media|JSM productions1,8/22/14,14,2.4,2014
1206,0.11804400000000001,,,The Story of Frozen: Making a Disney Animated Classic,Idina Menzel|Kristen Bell|Jennifer Lee|Josh Gad|Walt Disney,Rudy Bednar,44.0,Documentary,American Broadcasting Company (ABC)|Lincoln Square Productions,9/15/14,10,7.2,2014
1207,0.117257,,,Inner Demons,Morgan McClellan|Lara Vosburgh|Colleen McGrann|Christopher Parker|Brian Flaherty,Seth Grossman,85.0,Thriller|Horror,Schorr Pictures,6/13/14,10,3.8,2014
1209,0.113265,,,Killer Legends,Rachel Mills|Joshua Zeman,Joshua Zeman|Rachel Mills,86.0,History|Crime|Horror|Documentary,NAN,7/1/14,14,5.4,2014
1210,0.136026,,,Amira & Sam,Martin Starr|Dina Shihabi|Paul Wesley|Laith Nakli|David Rasche,Sean Mullin,90.0,Drama|Romance|Comedy,Vanishing Angle|Strongman|Five By Eight Productions|Hole in 1 Productions,5/30/14,20,5.9,2014
1211,0.11264600000000001,18000000.0,,Midnight Sun,Dakota Goyo|Goran Visnjic|Bridget Moynahan|Linda Kash|Kendra Leigh Timmins,Roger Spottiswoode,120.0,Family|Adventure,Imagenation Abu Dhabi FZ|Media Max Productions|Hyde Park Entertainment|Rob Heydon Productions,9/1/14,10,4.9,2014
1212,0.110972,,,Grumpy Cat's Worst Christmas Ever,Grumpy Cat|Megan Charpentier|Aubrey Plaza|Daniel Roebuck|Russell Peters,Tim Hill,90.0,Comedy|Family,Lifetime,11/29/14,16,5.3,2014
1213,0.110266,,,The Hornet's Nest,Carlos Boettcher|Mike Boettcher|Kalen M. Waite,David Salzberg|Christian Tureaud,93.0,War|Documentary|History,HighRoad Entertainment,5/9/14,16,6.5,2014
1214,0.109921,,,Viharsarok,András Sütö|�dám Varga|Lajos Ottó Horváth|Enikö Börcsök|Zita Téby,�dám Császi,105.0,Drama,TLA Releasing,2/8/14,12,7.2,2014
1215,0.109904,,,The Mummy Resurrected,Stuart Rigby|Elizabeth Friedman|Alena Savostikova|Bailey Gaddis|Lauren Bronleewe,Patrick McManus,80.0,Horror,Halcyon International Pictures|Still Night Monster Movies|Automatic Media,3/1/14,23,4.6,2014
1216,0.109169,,,The Wedding Pact,Haylie Duff|Chris Soldevilla|Leslie Easterbrook|Angie Everhart|Alison Becker,Matt Berman,91.0,Comedy|Romance,Freefall Films,2/4/14,19,5.1,2014
1217,0.10762100000000001,,,Over the Garden Wall,Elijah Wood|Collin Dean|Melanie Lynskey|Christopher Lloyd|John Cleese,Nate Cash,110.0,Adventure|Animation|Family|Fantasy,Cartoon Network Studios,11/3/14,12,7.8,2014
1218,0.105045,,,Alive Inside,Oliver Sacks|Bobby McFerrin,Michael Rossato-Bennett,74.0,Documentary,NAN,1/18/14,23,7.7,2014
1219,0.20035999999999998,,,Gunday,Ranveer Singh|Arjun Kapoor|Priyanka Chopra|Irrfan Khan,Ali Zafar,152.0,Action|Crime|Drama,NAN,2/14/14,24,5.9,2014
1220,0.102977,16000000.0,,The Cut,Tahar Rahim|Simon Abkarian|Arsinée Khanjian|Akin Gazi|George Georgiou,Fatih Akin,138.0,History|Drama,Pyramide Productions|Corazón International|Pandora Filmproduktion|Dorje Film|Kasbah-Film Tanger,10/16/14,14,6.9,2014
1221,0.10215199999999999,,,Rosemary's Baby,Zoe Saldana|Patrick J. Adams|Carole Bouquet|Christina Cole|Jason Isaacs,Agnieszka Holland,168.0,Thriller|Drama|Horror|Mystery,Liaison Films|Lionsgate Television|KippSter Entertainment|City Entertainment|Federation Entertainment,9/18/14,52,6.1,2014
1222,0.101299,,,Happy Christmas,Anna Kendrick|Melanie Lynskey|Mark Webber|Lena Dunham|Joe Swanberg,Joe Swanberg,82.0,Comedy|Drama,Lucky Coffee Productions,6/26/14,42,5.4,2014
1223,0.100979,,,The 7:39,David Morrissey|Sheridan Smith|Olivia Colman|Sean Maguire|Izzy Meikle-Small,John Alexander,117.0,Romance|Drama,British Broadcasting Corporation (BBC)|Carnival Films & Television,1/6/14,11,6.5,2014
1224,0.097665,,,The Perfect Wave,Scott Eastwood|Cheryl Ladd|Patrick Lyster|Rachel Hendrix |Scott Mortensen,Bruce MacDonald,113.0,Romance|Adventure|Drama,"Divine Inspiration, The Fabulous Boomtown Boys",2/28/14,14,4.5,2014
1225,0.09753099999999999,,,Billy Elliot: The Musical,Elliott Hanna|Ruthie Henshall|Deka Walmsley|Ann Emery|Chris Grahamson,Stephen Daldry|Brett Sullivan,163.0,Drama|Music|Comedy,Universal Pictures|Tiger Aspect Productions|Working Title Films|Universal Stage Productions|Old Vic Productions,9/28/14,10,8.1,2014
1226,0.09733,,,Delirium,Emma Roberts|Gregg Sulkin|Ian Anthony Dale|Billy Campbell|Michael Michele,Rodrigo García,43.0,Adventure|Fantasy|Romance|Science Fiction,20th Century Fox Television|Chernin Entertainment|Mazur / Kaplan Company,6/20/14,30,6.6,2014
1227,0.130742,,,Sex Ed,Haley Joel Osment|Laura Harring|Abby Elliott|Glen Powell|Lorenza Izzo,Isaac Feder,90.0,Romance|Comedy,Sweet Tomato Films,11/7/14,29,5.1,2014
1228,0.09563300000000001,,,The Houses October Built,Brandy Schaefer|Zack Andrews|Bobby Roe|Mikey Roe|Jeff Larson,Bobby Roe,91.0,Thriller|Horror,NAN,10/10/14,51,5.4,2014
1229,0.095529,,,Lullaby,Garrett Hedlund|Richard Jenkins|Jennifer Hudson|Jessica Brown Findlay|Amy Adams,Andrew Levitas,117.0,Drama,Avenue Picture,6/13/14,12,5.5,2014
1230,0.095479,,,Marvellous,Toby Jones|Gemma Jones|Tony Curran|Nicholas Gleaves|Jordan Murphy,Julian Farino,90.0,Drama|TV Movie,Tiger Aspect Productions|Fifty Fathoms Productions,9/25/14,23,7.6,2014
1231,0.095473,,,Hercules Reborn,John Hennigan|Christian Oliver|Christina Wolfe|Marcus Shirock|James Duval,Nick Lyon,90.0,Adventure|Action,The Asylum,7/8/14,36,4.1,2014
1232,0.095131,,,Road,Liam Neeson,Michael Hewitt|Dermot Lavery,102.0,Documentary,Double-Band films,6/11/14,12,7.7,2014
1233,0.0951,,,Party Central,Billy Crystal|John Goodman|Charlie Day|Dave Foley|Sean Hayes,Kelsey Mann,6.0,Comedy|Animation,Pixar Animation Studios,3/21/14,10,6.9,2014
1234,0.094574,,,Mostly Ghostly: Have You Met My Ghoulfriend?,Ryan Ochoa|Eric Allan Kramer|Calum Worthy|Roshon Fegan|Gigi Rice,Peter Hewitt,91.0,Family|Fantasy|Horror,Lookout Entertainment|Commotion Pictures,9/2/14,16,5.2,2014
1235,0.093377,,,Klondike,Richard Madden|Abbie Cornish|Sam Shepard|Tim Roth|Tim Blake Nelson,Simon Cellan Jones,285.0,Drama|History,Scott Free Productions|Discovery Channel|E1 Entertainment U.S.|Nomadic Pictures,1/20/14,17,6.7,2014
1237,0.17161700000000002,3000000.0,,Way of the Wicked,Vinnie Jones|Christian Slater|Emily Tennant|Jake Croker|Aren Buchholz,Kevin Carraway,92.0,Thriller,NAN,5/20/14,12,4.1,2014
1238,0.092777,,,Lust for Love,Fran Kranz|Beau Garrett|Dichen Lachman|Caitlin Stasey|Maurissa Tancharoen,Anton King,85.0,Comedy|Romance,AGGK Films,2/7/14,11,5.3,2014
1239,0.090297,7000000.0,,Where the Devil Hides,Rufus Sewell|Alycia Debnam-Carey|Adelaide Kane|Leah Pipes|Thomas McDonell,Christian E. Christiansen,86.0,Horror|Thriller,LD Entertainment,10/10/14,21,4.8,2014
1240,0.088805,,,Believe Me,Alex Russell|Zachary Knighton|Johanna Braddy|Miles Fisher|Max Adler,Will Bakke,93.0,Drama|Comedy,NAN,9/26/14,11,4.2,2014
1242,0.08675,,,Jim Jefferies: BARE,Jim Jefferies,Shannon Hartman,76.0,Comedy,Netflix,8/29/14,17,7.4,2014
1243,0.083258,,,Bill Burr: I'm Sorry You Feel That Way,Bill Burr,Jay Karas,80.0,Comedy,NetFlix,12/5/14,13,7.5,2014
1244,0.082565,,,The Guvnors,Harley Sylvester|Doug Allen|Jay Simpson|Vas Blackwood|Lee Nicholas Harris,Gabe Turner,95.0,Crime|Thriller,Fulwell 73|DP Films|Creativity Capital,6/24/14,16,5.4,2014
1245,0.081879,,,Nick Offerman: American Ham,Nick Offerman|Marc Evan Jackson,Jordan Vogt-Roberts,78.0,Comedy|Documentary,NetFlix,1/23/14,11,6.4,2014
1246,0.162234,,,Tell,Milo Ventimiglia|Katee Sackhoff|Jason Lee|Robert Patrick|Alan Tudyk,J.M.R. Luna,89.0,Drama|Action|Crime,NAN,12/4/14,15,5.3,2014
1247,0.045555,,,Night Will Fall,Alfred Hitchcock|Sidney Bernstein|Billy Wilder|Helena Bonham Carter,André Singer,75.0,Documentary,Spring Films,6/7/14,11,7.5,2014
1248,0.079478,,,The Battered Bastards of Baseball,Kurt Russell|Todd Field,Chapman Way|Maclain Way,80.0,Documentary,Netflix,1/20/14,17,7.2,2014
1249,0.135675,,,Jailbait,Sara Malakul Lane|Samantha Cardona|Erin O'Brien|Jennifer Robyn Jacobs|Rebecca Rowley,Jared Cohn,90.0,Crime|Drama|Thriller,"Asylum, The|Broken Films",2/14/14,12,5.1,2014
1250,0.078872,,,The Rise and Rise of Bitcoin,Gavin Andresen|Brian Armstrong|Margaux Avedisian|Vitalik Buterin|Mike Caldwell,Nicholas Mross,96.0,Documentary|History,44th Floor Productions,10/3/14,20,6.8,2014
1251,0.078644,,,Breakup Buddies,Huang Bo|Xu Zheng|Zhou Dong-Yu|Yuan Quan,Ning Hao,116.0,Comedy|Romance,NAN,9/26/14,10,6.0,2014
1252,0.067359,,,Cásese quien pueda,Martha Higareda|Miri Higareda|Luis Gerardo Méndez|Michel Brown|Juan Pablo Medina,Marco Polo Constandse,95.0,Comedy|Romance,Sin Sentido Films|Selva Pictures,2/15/14,21,6.7,2014
1253,0.076463,2000000.0,,Death Clique,Tina Ivlev|Barbara Alyn Woods|Lexi Ainsworth|Brittany Underwood,Doug Campbell,83.0,Drama|Thriller,Johnson Production Group,4/12/14,12,6.0,2014
1254,0.07643,1000000.0,,Hits,Meredith Hagner|Matt Walsh|James Adomian|Jake Cherry|Derek Waters,David Cross,96.0,Drama|Comedy,Honora Productions|Brooks Media,1/21/14,13,4.9,2014
1255,0.076348,,,All Relative,Connie Nielsen|Jonathan Sadowski|Sara Paxton|Al Thompson|David Aaron Baker,J.C. Khoury,85.0,Romance|Comedy|Drama,Shoot First Entertainment,11/21/14,11,5.7,2014
1257,0.0759649999999999,,,Not Cool,Shane Dawson|Cherami Leigh|Drew Monson|Lisa Schwartz|Michelle Veintimilla,Shane Dawson,90.0,Comedy,Steeltown Entertainment|Point Park University|Shaderville,9/23/14,17,4.1,2014
1258,0.075351,,192400.0,Merchants of Doubt,Patricia Callahan|Matthew Crawford|Stanton A. Glantz|Katharine Heyhoe,Robert Kenner,96.0,Documentary,Participant Media,11/8/14,23,7.4,2014
1259,0.113875,,,96 heures,Gérard Lanvin|Niels Arestrup|Sylvie Testud|Anne Consigny|Laura Smet,Frédéric Schoendoerffer,96.0,Thriller,ARP Sélection,4/23/14,13,5.2,2014
1260,0.074121,,,Camp Takota,Grace Helbig|Hannah Hart|Mamrie Hart|Olivia Alexander|Chris Riedell,Chris Riedell|Nick Riedell,102.0,Comedy,NAN,2/14/14,22,6.8,2014
1261,0.03551,750000.0,,Swedish House Mafia - Leave the World Behind,Sebastian Ingrosso|Axel Axwell Hedfors|Steve Angello,Christian Larson,90.0,Documentary|Music,Ridley Scott Associates,3/12/14,17,7.6,2014
1262,0.07263700000000001,,,Montana,Michelle Fairley|Lars Mikkelsen|Ashley Walters|Zlatko Burić|Adam Deacon,Mo Ali,108.0,Thriller|Crime|Action|Drama,Moli Films,10/5/14,18,6.5,2014
1263,0.072514,,,Atari: Game Over,Nolan Bushnell|Howard Scott Warshaw|Manny Gerard|Joe Lewandowski|Paul Sanchez,Zak Penn,66.0,Documentary,Xbox Entertainment Studios,11/19/14,65,6.7,2014
1264,0.0722169999999999,,,Indigenous,Zachary Soetenga|Lindsey McKeon|Sofia Pernas|Pierson Fode|Jamie Anderson,Alastair Orr,86.0,Horror,Kilburn Media,4/20/14,20,4.6,2014
1265,0.015668,,,Mardaani,Rani Mukerji|Tahir Bhasin|Jisshu Sengupta|Sanjay Taneja,Pradeep Sarkar,133.0,Thriller|Action|Drama,Yash Raj Films,8/22/14,15,6.7,2014
1266,0.043408999999999996,,,Amour Sur Place ou à Emporter,Amelle Chahbi|Noom Diawara|Aude Pepin|Fabrice Eboué|Pablo Pauly,Amelle Chahbi,85.0,Romance|Comedy,LGM Productions,5/28/14,48,5.5,2014
1267,0.04501,,,Wanderers,Carl Sagan|Anna Nerman|Camilla Hammarström|Hanna Mellin,Erik Wernquist,4.0,Science Fiction,NAN,10/11/14,14,7.8,2014
1268,0.069212,,65460.0,Eden,Félix de Givry|Brady Corbet|Greta Gerwig|Arsinée Khanjian|Pauline Étienne,Mia Hansen-Løve,131.0,Drama|Music,France 2 (FR2)|Blue Film|Ad Vitim Distribution|C.G. Cinema,11/19/14,26,5.4,2014
1269,0.068752,3000000.0,,Something Wicked,Shantel VanSanten|John Robinson|James Patrick Stuart|Brittany Murphy|Robert Blanche,Darin Scott,95.0,Mystery|Thriller,Merchant Films,4/4/14,11,4.7,2014
1270,0.068642,,,Old Fashioned,Elizabeth Roberts|Rik Swartzwelder|LeJon Woods|Tyler Hollinger|Dorothy Silver,Rik Swartzwelder,115.0,Romance|Drama,Motion Picture Pro Studios|Skoche Films,10/18/14,12,6.6,2014
1271,0.065064,,,The Fluffy Movie,Gabriel Iglesias|Jeremy Ray Valdez|Juliocesar Chavez,Manny Rodriguez|Jay Lavender,101.0,Comedy,Open Road Films,7/25/14,31,7.0,2014
1272,0.064907,,,Khoobsurat,Sonam Kapoor|Fawad Afzal Khan|Kirron Kher|Ratna Pathak|Aditi Rao Hydari,Shashanka Ghosh,131.0,Comedy|Romance,Walt Disney Pictures|UTV Motion Pictures|Anil Kapoor Film Company,9/19/14,33,6.7,2014
1273,0.064238,,,Showrunners: The Art of Running a TV Show,Joss Whedon|J.J. Abrams|Steven S. DeKnight|Ronald D. Moore|Jane Espenson,Des Doyle,76.0,Documentary,Black Sheep Films,10/17/14,22,6.3,2014
1274,0.063621,,,Saints and Soldiers: The Void,Adam Gregory|Timothy S. Shoemaker|Ben Urie|Michael Todd Behrens|David Morgan,Ryan Little,96.0,War|Action|Drama,Koan Films|Go Films,8/15/14,16,4.9,2014
1275,0.131326,,,Not Safe for Work,Max Minghella|Eloise Mumford|Michael Gladis|Molly Hagan|Tom Gallop,Joe Johnston,74.0,Thriller,Blumhouse Productions,5/9/14,21,4.9,2014
1276,0.166508,,,The Gunfighter,Shawn Parsons|Scott Beehner|Brace Harris|Eileen O'Connell|Jordan Black,Eric Kissack,9.0,Comedy|Western,NAN,3/21/14,11,7.0,2014
1277,0.185882,,,Heaven Adores You,Jon Brion|Elliott Smith,Nickolas Dylan Rossi,104.0,Documentary,ZAP Zoetrope Aubry Productions|Blowback Pictures,5/14/14,11,6.8,2014
1278,0.056152999999999995,,,Korengal,LaMonta Caldwell|Sterling Jones|Dan Kearney|Juan 'Doc Restrepo|Aron Hijar,Sebastian Junger,84.0,Documentary,"Motion Picture Group, The",5/30/14,16,6.8,2014
1279,0.0527299999999999,,,America: Imagine the World Without Her,Dinesh D'Souza|Barack Obama|Josh Bonzie|Rich Bentz,Dinesh D'Souza|John Sullivan,103.0,Documentary,NAN,7/2/14,25,5.6,2014
1280,0.048917,,,23 Blast,Mark Hapka|Bram Hoover|Stephen Lang|Max Adler|Alexa PenaVega,Dylan Baker,98.0,Drama,Toy Gun Films|Touchdown Productions,10/24/14,11,6.0,2014
1281,0.048493,,,All This Mayhem,Tas Pappas|Ben Pappas,Eddie Martin,104.0,Documentary,Vice Films,6/5/14,17,7.4,2014
1282,0.132698,200000.0,,Plague,Tegan Crowley|Scott Marcus|Steven Kennedy|Don Bridges|Nick Stribakos,Kostas Ouzas|Nick Kozakis,86.0,Drama|Horror,Burning Ships Productions,10/30/14,11,3.9,2014
1283,0.046303,,,Vie Sauvage,Mathieu Kassovitz|Céline Sallette|David Gastou,Cédric Kahn,106.0,Drama,Les Films du Lendemain|Les Films Du Fleuve|Belgacom|France 2 Cinéma,10/29/14,14,6.0,2014
1284,0.09638300000000001,,,Jim Gaffigan: Obsessed,Jim Gaffigan,Jay Chapman,70.0,Comedy,NAN,4/27/14,13,7.2,2014
1285,0.04464,,,Chelsea Handler Uganda Be Kidding Me Live,Chelsea Handler,James Yukich,71.0,Comedy,NAN,10/10/14,13,6.9,2014
1286,0.190655,,,To Be Takei,George Takei|Leonard Nimoy|William Shatner|Nichelle Nichols|Lea Salonga,Jennifer M. Kroot,94.0,Documentary,Rainbow Shooting Star Pictures|Dodgeville Films,8/22/14,15,6.5,2014
1287,0.042677,,,Nas: Time Is Illmatic,Nas|Alicia Keys|Busta Rhymes|Q-Tip|Pete Rock,One9,74.0,Documentary|Music,Tribeca Film|Illa Films,4/4/14,19,6.9,2014
1290,0.104985,,,Come Back to Me,Matt Passmore|Katie Walder|Nathan Keyes|Laura Gordon|Caroline Clements,Paul Leyden,90.0,Horror,NAN,7/25/14,20,5.6,2014
1291,0.034572000000000006,,,The 10 Year Plan,Adam Bucci|Michael Adam Hamilton|Jack Turner,J.C. Calciano,90.0,Romance|Comedy,Cinema 175,9/6/14,11,6.1,2014
1292,0.032878,,,Ardennes Fury,Tom Stedham|Bill Voorhees|Tino Struckmann|Larry Gamell Jr.|Lauren Vera,Joseph J. Lawson,87.0,War|Action,The Asylum,11/11/14,19,5.2,2014
1294,0.027993999999999998,,4878242.0,Tracks,Mia Wasikowska|Adam Driver|Emma Booth|Jessica Tovey|Lily Pearl,John Curran,112.0,Adventure|Drama,See-Saw Films,3/6/14,132,7.0,2014
1295,0.097151,,,Point and Shoot,Matthew Vandyke,Marshall Curry,82.0,Documentary,NAN,4/19/14,12,7.2,2014
1296,0.02592,,,Maidentrip,Laura Dekker,Jillian Schlesinger,82.0,Adventure|Documentary,CoPilot Pictures,1/17/14,16,7.2,2014
1297,0.023903,,,Ballet 422,Justin Peck,Jody Lee Lipes,72.0,Documentary|Music,NAN,4/19/14,12,6.4,2014
1298,0.022635,,,Chelsea Peretti: One of the Greats,Chelsea Peretti|Yassir Lester|Moshe Kasher|Esther Povitsky|Brendon Walsh,Lance Bangs,74.0,Comedy,New Wave Entertainment Television,11/14/14,26,6.6,2014
1299,0.021498,,,The After,Aldis Hodge|Andrew Howard|Arielle Kebbel|Jamie Kennedy|Sharon Lawrence,Chris Carter,60.0,Mystery|Drama|Fantasy,Amazon Studios|Pictures in a Row|Picrow|Georgeville Television,2/6/14,13,6.5,2014
1300,0.021036000000000003,,,The Trip to Italy,Steve Coogan|Rob Brydon|Rosie Fellner|Claire Keelan|Marta Barrio,Michael Winterbottom,108.0,Comedy|Drama,Revolution Films,4/24/14,66,6.3,2014
1301,0.020923,,5240.0,The Dead Lands,James Rolleston|Lawrence Makoare|Te Kohe Tuhaka|Xavier Horan|Rena Owen,Toa Fraser,108.0,Action,General Film Corporation,9/4/14,21,6.0,2014
1302,0.020673,,,Mary Kom,Priyanka Chopra|Sunil Thapa|Darshan Kumaar|Robin Das,Omung Kumar,122.0,Drama,NAN,9/5/14,17,7.0,2014
1303,0.0786029999999999,,,The Green Prince,Mosab Hassan Yousef|Gonen Ben Yitzhak|Sheikh Hassan Yousef,Nadav Schirman,99.0,Documentary,NAN,1/16/14,12,7.5,2014
1304,0.0174,,,Ambition,Aidan Gillen|Aisling Franciosi,Tomek Baginski,6.0,Science Fiction,Platige Image,10/24/14,30,6.9,2014
1305,0.018014,8500000.0,,Corner Gas: The Movie,Brent Butt|Gabrielle Miller|Fred Ewanuick|Eric Peterson|Janet Wright,David Storey,90.0,Family|Comedy,Telefilm Canada|Bell Media,12/3/14,11,5.4,2014
1306,0.017292,,,The Overnighters,Keegan Edwards|Jay Reinke,Jesse Moss,102.0,Drama|Documentary,Mile End Films West,10/10/14,20,6.8,2014
1307,0.015776,,,Altar,Olivia Williams|Matthew Modine|Antonia Clarke|Steve Oram|Adam Thomas Wright,Nick Willing,95.0,Mystery|Horror,Screen Yorkshire|Content Media Corp.|Great Point Media|Pygmalion Productions,12/27/14,23,4.1,2014
1308,0.015258,,,Happy Ending,Govinda|Saif Ali Khan|Kalki Koechlin|Ileana D'Cruz|Kim DeJesus,Krishna D.K.|Raj Nidimoru,135.0,Comedy,NAN,11/21/14,12,5.4,2014
1309,0.005725,,,"Fat, Sick & Nearly Dead 2",Joe Cross,Kurt Engfehr,89.0,Documentary,Reboot USA,9/18/14,14,6.5,2014
1310,0.012325,,,Nowitzki: The Perfect Shot,Dirk Nowitzki|Holger Geschwinder|Kobe Bryant|Michael Finley|Steve Nash,Sebastian Dehnhardt,106.0,Documentary,Broadview Pictures,9/18/14,18,6.8,2014
1311,0.012014,,,Mitt,Mitt Romney,Greg Whiteley,93.0,Documentary,NAN,1/17/14,15,6.4,2014
1312,0.011229000000000001,,,Berkshire County,Alysa King|Madison Ferguson|Christophe Gallander|Samora Smallwood|Bart Rochon,Audrey Cummings,83.0,Horror|Thriller,A71 Productions|Narrow Edge Productions|High Star Entertainment,10/5/14,15,5.5,2014
1313,0.0029219999999999997,5.0,,Des Lendemains Qui Chantent,Pio Marmaï|Laetitia Casta|Ramzy Bedia|Gaspard Proust|André Dussollier,Nicolas Castro,94.0,Comedy,UGC Distribution,8/20/14,13,6.0,2014
1314,0.010047,,,Main Tera Hero,Ileana D'Cruz|Nargis Fakhri|Varun Dhawan|Salman Khan|Anupam Kher,David Dhawan,128.0,Romance|Comedy,Balaji Motion Pictures,4/4/14,12,5.8,2014
1317,0.005972,,,Lost Soul: The Doomed Journey of Richard Stanley's Island of Dr. Moreau,Richard Stanley|Fairuza Balk|Marco Hofschneider|Kier-La Janisse|Michael Gingold,David Gregory,100.0,Documentary,Severin Films,8/24/14,16,7.1,2014
1318,0.044654,,,Kill Dil,Ranveer Singh|Ali Zafar|Govinda|Parineeti Chopra,Shaad Ali,127.0,Drama|Action|Crime,Yash Raj Films,12/14/14,13,5.2,2014
1320,0.147999,,,We Still Kill the Old Way,Ian Ogilvy|Alison Doody|Christopher Ellison|Danny-Boy Hatchard|Lysette Anthony,Sacha Bennett,94.0,Crime,Richwater Films,12/12/14,11,4.9,2014
1321,0.005266,2489400.0,,Finding Fanny,Deepika Padukone|Arjun Kapoor|Naseeruddin Shah|Dimple Kapadia,Homi Adajania,102.0,Romance|Comedy|Drama,NAN,9/12/14,15,5.8,2014
1322,0.0048530000000000005,,,One Direction: Where We Are - The Concert,Harry Styles|Niall Horan|Zayn Malik|Louis Tomlinson|Liam Payne,Paul Dugdale,106.0,Documentary|Music,Fulwell 73,10/8/14,32,8.3,2014
1323,0.034538,,,Stop at Nothing: The Lance Armstrong Story,Reed Albergotti,Alex Holmes,100.0,Documentary,Australian Broadcasting Corporation,5/27/14,16,6.7,2014
1324,0.004282,,,Humpty Sharma Ki Dulhania,Varun Dhawan|Alia Bhatt|Ashutosh Rana|Siddharth Shukla,Shashank Khaitan,133.0,Drama|Comedy|Romance,NAN,7/11/14,23,6.4,2014
1325,0.032049,,,Anatomy of a Love Seen,Sharon Hinnendael|Jill Evyn|Constance Brenneman,Marina Rice Bader,86.0,Romance|Drama,Soul Kiss Films,7/28/14,18,4.2,2014
1328,0.0025989999999999997,,,Do I Sound Gay?,Michael Airington|Margaret Cho|Tim Gunn|Jeff Hiller|Dan Savage,David Thorpe,77.0,Documentary,NAN,7/10/14,12,5.8,2014
1329,12.037933,11000000.0,775398007.0,Star Wars,Mark Hamill|Harrison Ford|Carrie Fisher|Peter Cushing|Alec Guinness,George Lucas,121.0,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,3/20/77,4428,7.9,1977
1330,2.379469,14000000.0,185438673.0,The Spy Who Loved Me,Roger Moore|Barbara Bach|Curd Jürgens|Richard Kiel|Caroline Munro,Lewis Gilbert,125.0,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq,7/7/77,279,6.2,1977
1331,1.719385,1200000.0,71215869.0,The Rescuers,Bob Newhart|Eva Gabor|Geraldine Page|Joe Flynn|Jeanette Nolan,John Lounsbery|Wolfgang Reitherman|Art Stevens,78.0,Fantasy|Family|Animation|Adventure,Walt Disney Productions,6/22/77,332,6.6,1977
1332,1.179653,4000000.0,38251425.0,Annie Hall,Woody Allen|Diane Keaton|Tony Roberts|Carol Kane|Paul Simon,Woody Allen,93.0,Comedy|Drama|Romance,United Artists,4/19/77,493,7.6,1977
1333,1.104997,10000000.0,,Pete's Dragon,Sean Marshall|Helen Reddy|Mickey Rooney|Red Buttons|Jim Dale,Don Chaffey,128.0,Fantasy|Animation|Comedy|Family,Walt Disney Productions,11/3/77,113,6.4,1977
1334,1.104816,20000000.0,303788635.0,Close Encounters of the Third Kind,Richard Dreyfuss|François Truffaut|Teri Garr|Melinda Dillon|Bob Balaban,Steven Spielberg,135.0,Science Fiction|Drama,Columbia Pictures Corporation|EMI Films|Julia Phillips and Michael Phillips Productions,11/16/77,600,7.0,1977
1335,1.048838,22000000.0,50750000.0,A Bridge Too Far,Dirk Bogarde|James Caan|Michael Caine|Sean Connery|Edward Fox,Richard Attenborough,175.0,Drama|History|War,Joseph E. Levine Productions,6/15/77,109,6.4,1977
1336,0.912502,,,The Many Adventures of Winnie the Pooh,Sebastian Cabot|Sterling Holloway|Paul Winchell|Junius Matthews|Barbara Luddy,John Lounsbery|Wolfgang Reitherman,74.0,Animation|Family,Walt Disney Productions,3/11/77,75,7.1,1977
1337,0.9056569999999999,,,Herbie Goes To Monte Carlo,Dean Jones|Don Knotts|Julie Sommars|Jacques Marin|Roy Kinnear,Vincent McEveety,105.0,Romance|Comedy|Family|Action|Adventure,Walt Disney Productions,6/24/77,36,6.4,1977
1338,0.75125,3500000.0,16000000.0,Sinbad and the Eye of the Tiger,Patrick Wayne|Taryn Power|Margaret Whiting|Jane Seymour|Patrick Troughton,Sam Wanamaker,113.0,Action|Adventure|Family|Fantasy|Science Fiction,Columbia Pictures|Andor Films,7/15/77,15,5.9,1977
1339,0.622492,,,March or Die,Gene Hackman|Terence Hill|Catherine Deneuve|Ian Holm|Jack O'Halloran,Dick Richards,107.0,Action|Adventure|Drama|War,Associated General Films|Sir Lew Grade,9/8/77,10,6.1,1977
1340,0.602862,3500000.0,237113184.0,Saturday Night Fever,John Travolta|Karen Lynn Gorney|Barry Miller|Joseph Cali|Paul Pape,John Badham,118.0,Drama|Music,Paramount Pictures|Robert Stigwood Organization (RSO),12/16/77,192,6.3,1977
1341,0.560826,3400000.0,31063038.0,High Anxiety,Mel Brooks|Madeline Kahn|Cloris Leachman|Harvey Korman|Ron Carey,Mel Brooks,94.0,Comedy|Music,Twentieth Century Fox Film Corporation|Crossbow Productions,12/25/77,29,6.2,1977
1342,0.541642,,126737428.0,Smokey and the Bandit,Burt Reynolds|Sally Field|Jerry Reed|Jackie Gleason|Mike Henry,Hal Needham,96.0,Action|Adventure|Comedy,Universal Pictures,5/26/77,93,6.9,1977
